Country,Year,SP.POP.TOTL,SH.TBS.INCD,SH.IMM.MEAS,SE.XPD.TOTL.GD.ZS,SH.DYN.AIDS.ZS,SP.DYN.LE00.IN,SH.IMM.IDPT,SH.XPD.CHEX.GD.ZS,SN.ITK.DEFC.ZS,NY.GDP.PCAP.CD
Low & middle income,2007,5536137785.0,209.0,77.77557700848651,3.461949944496155,1.0353034049130223,67.8826505571369,76.75465185302484,4.837066777871152,12.433664868397477,2594.410462823407
Low & middle income,2008,5609875336.0,205.0,79.46680876305874,3.650000095367435,1.034686530699525,68.06930320433146,79.70661637876806,4.870216101929693,11.791003252845478,3063.0271066856426
Low & middle income,2009,5684902603.0,202.0,82.24958020563425,3.86788010597229,1.0115826458668662,68.49772700102858,81.83959932405149,5.220563853263177,11.049776908156643,2956.623353043085
Low & middle income,2010,5761260544.0,197.0,83.11810405887735,3.68998503684998,1.0145944888832505,68.79769475609619,82.38826473110403,5.0181836927448344,10.541683586001358,3550.8387757341757
Low & middle income,2011,5839761629.0,193.0,83.50772807106728,3.79618000984192,1.012457452429683,69.16666540208371,83.51139812844342,5.014062622032021,10.069905465425716,4134.096860180366
Low & middle income,2012,5920180850.0,190.0,83.08685609300258,3.60315990447998,1.0147488074612474,69.48991269752914,83.27713508790762,5.067152554099537,9.82097829930349,4339.404765800693
Low & middle income,2013,6001328521.0,185.0,83.20072886486064,3.82439851760864,1.0112577576674633,69.8181255353331,82.90591907516882,5.154857627661701,9.667587682606573,4532.579111861881
Low & middle income,2014,6082432550.0,181.0,83.53962488193574,3.945374965667725,1.0158704907084541,70.14841361409415,83.73419347471248,5.182483376273462,9.591490691289803,4626.47563750553
Low & middle income,2015,6162743397.0,176.0,83.91023763342143,3.8869280815124503,1.0146050270005584,70.44013462297525,83.9216205925558,5.2756167498892985,9.543003645831368,4329.53989206234
Low & middle income,2016,6242647248.0,171.0,84.20274319765997,3.82523989677429,0.98268176068516,70.72597741451739,85.1124632580366,5.2645621318040385,9.436734849477581,4311.917946407824
Low & middle income,2017,6322861019.0,166.0,84.60074995193675,3.80347990989685,0.971392221426595,70.96798538436424,85.31995842116505,5.306127543808939,9.318646506652815,4678.539246923529
Low & middle income,2018,6401272453.0,161.0,85.59600265654339,3.865081667900085,0.9547727178304456,71.2517652875922,85.53784616058356,5.248922856393146,9.383032195963361,4898.945052651238
Low & middle income,2019,6477841008.0,157.0,85.38352606223299,3.639835000038145,0.9460271048461434,71.45529539161431,85.47189482609328,5.316958819153347,9.984540013366908,4950.73417860259
Lesotho,2001,1999473.0,923.0,70.0,9.36505031585693,22.1,46.849,78.0,7.27745914,20.0,412.96229618438923
Lesotho,2002,1997534.0,1010.0,78.0,10.1004495620728,22.5,45.595,84.0,6.74524212,18.5,388.36920807186505
Lesotho,2003,1993030.0,1080.0,85.0,13.2195701599121,22.7,44.53,90.0,6.04550838,16.8,580.9410468238165
Lesotho,2004,1985384.0,1150.0,84.0,11.1090097427368,22.9,43.711,90.0,6.05738878,15.3,761.1810387917227
Lesotho,2005,1977424.0,1200.0,83.0,12.0796604156494,23.1,43.233,89.0,5.44926691,13.7,850.7790614715509
Lesotho,2006,1976780.0,1230.0,82.0,11.2712802886963,23.3,42.914,89.0,6.11966419,12.8,910.6251528260532
Lesotho,2008,1995014.0,1240.0,80.0,12.3295202255249,23.7,43.566,88.0,7.70154142,12.3,885.6205584386689
Lesotho,2011,2037677.0,1120.0,92.0,8.16510009765625,24.4,46.692,96.0,9.56151676,12.0,1265.8638666722557
Lesotho,2012,2054718.0,1040.0,91.0,7.66605997085571,24.6,47.835,95.0,9.25281525,14.8,1205.8600025895423
Lesotho,2013,2073939.0,948.0,90.0,7.29226016998291,24.8,49.002,93.0,9.5466814,19.3,1141.361038103691
Lesotho,2014,2095242.0,853.0,92.0,7.19859981536865,24.7,50.033,88.0,9.17449284,26.1,1165.0459353656654
Lesotho,2015,2118521.0,780.0,93.0,9.0,24.6,51.101,83.0,8.99539375,30.3,1113.8713277056197
Lesotho,2016,2143872.0,721.0,90.0,7.76074981689453,24.2,52.264,87.0,8.75972462,32.0,986.2659866788493
Lesotho,2017,2170617.0,681.0,90.0,8.15688991546631,23.6,53.064,87.0,10.08778667,29.5,1062.7125123499331
Lesotho,2018,2198017.0,659.0,90.0,7.28535985946655,23.0,53.733,87.0,10.90125179,28.7,1161.7271002872221
Lesotho,2019,2225702.0,654.0,90.0,7.99171018600464,22.3,54.173,87.0,11.26946354,31.2,1102.5648695324862
Lithuania,2001,3470818.0,84.0,97.0,5.84758996963501,0.1,71.65853658536585,95.0,6.01339579,2.5,3525.7936318546144
Lithuania,2002,3443067.0,79.0,98.0,5.80007982254028,0.1,71.76097560975612,95.0,6.14446115,2.5,4141.592701801019
Lithuania,2003,3415213.0,87.0,98.0,5.11418008804321,0.1,72.06097560975611,94.0,6.18627787,2.5,5499.428989113867
Lithuania,2004,3377075.0,68.0,98.0,5.17428016662598,0.1,71.9609756097561,94.0,5.5114994,2.5,6700.327191893822
Lithuania,2005,3322528.0,72.0,97.0,4.87839984893799,0.1,71.25365853658538,94.0,5.64800453,2.5,7854.765278678553
Lithuania,2006,3269909.0,82.0,97.0,4.82572984695435,0.1,71.05609756097562,94.0,5.84418154,2.5,9230.707981025209
Lithuania,2007,3231294.0,79.0,97.0,4.59521007537842,0.1,70.9,95.0,5.7643218,2.5,12285.44705370142
Lithuania,2008,3198231.0,75.0,97.0,4.83990001678467,0.1,71.81219512195122,96.0,6.29453754,2.5,14944.996652175008
Lithuania,2009,3162916.0,69.0,96.0,5.58523988723755,0.1,72.91463414634147,98.0,7.36587334,2.5,11820.776159135927
Lithuania,2010,3097282.0,64.0,96.0,5.29786014556885,0.1,73.26829268292683,95.0,6.81462288,2.5,11987.508411647046
Lithuania,2011,3028115.0,65.0,94.0,5.11343002319336,0.1,73.56341463414635,92.0,6.4878149,2.5,14376.94786439316
Lithuania,2012,2987773.0,61.0,93.0,4.75802993774414,0.1,73.86341463414635,93.0,6.2759347,2.5,14367.70942487197
Lithuania,2013,2957689.0,60.0,93.0,4.60233020782471,0.1,73.91463414634146,93.0,6.12593651,2.5,15729.652466651236
Lithuania,2014,2932367.0,57.0,93.0,4.48657989501953,0.2,74.5170731707317,93.0,6.19332647,2.5,16551.018202077976
Lithuania,2015,2904910.0,54.0,94.0,4.2271900177002,0.2,74.32195121951221,93.0,6.49043989,2.5,14263.964577349474
Lithuania,2016,2868231.0,53.0,94.0,4.004310131073,0.2,74.67073170731707,94.0,6.63746214,2.5,15008.313244552579
Lithuania,2017,2828403.0,50.0,94.0,3.81220006942749,0.2,75.48048780487807,94.0,6.47513723,2.5,16885.407394837326
Lithuania,2018,2801543.0,43.0,92.0,3.89293003082275,0.2,75.68048780487806,92.0,6.53385353,2.5,19186.359591640987
Lithuania,2019,2794137.0,41.0,93.0,3.97215008735657,0.2,76.28292682926829,92.0,7.00600433,2.5,19595.141572435532
Luxembourg,2001,441525.0,8.1,94.0,3.53973007202148,0.1,77.82439024390246,99.0,6.410923,2.5,48440.142015135505
Luxembourg,2010,506953.0,6.6,96.0,5.28915452957153,0.2,80.63170731707318,99.0,7.03158236,2.5,110885.99137872107
Luxembourg,2011,518347.0,5.5,96.0,5.1235294342041,0.2,80.98780487804878,99.0,6.11205053,2.5,119025.05720346651
Luxembourg,2012,530946.0,9.8,99.0,3.87815999984741,0.2,81.39268292682927,99.0,5.58377266,2.5,112584.6762709582
Luxembourg,2013,543360.0,8.0,99.0,3.90583801269531,0.2,81.8,99.0,5.52774715,2.5,120000.14072985915
Luxembourg,2014,556319.0,5.0,99.0,3.85569000244141,0.2,82.22926829268293,99.0,5.43687868,2.5,123678.70214327476
Luxembourg,2015,569604.0,6.1,99.0,3.76792001724243,0.2,82.29268292682927,99.0,5.28378248,2.5,105462.01258442263
Luxembourg,2016,582014.0,5.7,99.0,3.48559498786926,0.2,82.68536585365854,99.0,5.19496346,2.5,106899.29354955172
Luxembourg,2017,596336.0,6.2,99.0,3.48645997047424,0.2,82.09512195121953,99.0,5.25779152,2.5,110193.21379722781
Luxembourg,2018,607950.0,7.9,99.0,3.64749002456665,0.2,82.29512195121951,99.0,5.28587103,2.5,116786.5116546774
Luxembourg,2019,620001.0,8.9,99.0,3.71982002258301,0.2,82.63902439024392,99.0,5.37075996,2.5,112621.82133740374
Latvia,2001,2337170.0,97.0,98.0,5.44695997238159,0.3,70.7609756097561,97.0,5.7776227,4.6,3578.001900413506
Latvia,2002,2310173.0,89.0,98.0,5.60254001617432,0.3,70.96097560975612,97.0,5.77001858,3.4,4136.933296889507
Latvia,2003,2287955.0,85.0,98.0,5.05714988708496,0.3,71.2658536585366,98.0,5.48984146,2.8,5145.19523190241
Latvia,2004,2263122.0,80.0,98.0,4.83406019210815,0.3,72.02682926829269,99.0,6.21677923,2.5,6378.666520571151
Latvia,2006,2218357.0,67.0,98.0,4.68466997146606,0.3,70.8658536585366,96.0,5.71834707,2.5,9723.446901747788
Latvia,2007,2200325.0,65.0,95.0,4.63328981399536,0.3,71.01951219512196,94.0,5.52228498,2.5,14113.52912773267
Latvia,2008,2177322.0,56.0,96.0,5.36644983291626,0.3,72.41951219512197,94.0,5.6001029,2.5,16467.14368794046
Latvia,2009,2141669.0,51.0,92.0,5.52265977859497,0.3,73.08048780487806,94.0,6.11926985,2.5,12331.928552408934
Latvia,2010,2097555.0,50.0,95.0,5.03881978988647,0.4,73.4829268292683,92.0,6.11952686,2.5,11420.994003283575
Latvia,2011,2059709.0,48.0,92.0,5.07161998748779,0.4,73.57560975609756,92.0,5.54237556,2.5,13338.96223508517
Latvia,2012,2034319.0,54.0,90.0,6.58270978927612,0.4,73.77804878048781,91.0,5.38090277,2.5,13847.33793931943
Latvia,2013,2012647.0,49.0,96.0,6.99697017669678,0.4,73.98292682926831,94.0,5.36752796,2.5,15007.4918561719
Latvia,2014,1993782.0,42.0,95.0,5.28122997283936,0.4,74.12439024390244,92.0,5.46614885,2.5,15742.391338190771
Latvia,2015,1977527.0,40.0,96.0,5.28251981735229,0.5,74.48048780487805,94.0,5.65469503,2.5,13786.45679531137
Latvia,2016,1959537.0,37.0,93.0,4.65749979019165,0.5,74.58048780487805,98.0,6.13591957,2.5,14331.751588504894
Latvia,2017,1942248.0,32.0,96.0,4.36671018600464,0.6,74.62926829268294,98.0,5.97031736,2.5,15695.11515410587
Latvia,2018,1927174.0,28.0,98.0,4.24356985092163,0.6,74.7829268292683,96.0,6.19103575,2.5,17865.031094764225
Latvia,2019,1913822.0,24.0,99.0,4.42507982254028,0.6,75.3878048780488,99.0,6.57814217,2.5,17945.222216498438
Morocco,2008,31634992.0,98.0,96.0,5.34215021133423,0.1,70.048,99.0,5.30251694,5.6,2889.22094726563
Morocco,2009,32042877.0,99.0,98.0,5.26064014434814,0.1,70.458,99.0,5.8412447,5.4,2863.5966796875
Morocco,2012,33352169.0,99.0,99.0,6.04297590255737,0.1,71.679,99.0,5.74942255,4.4,2907.44921875
Morocco,2014,34248603.0,101.0,99.0,5.9335150718689,0.1,72.538,99.0,5.27820778,4.1,3430.54956054688
Morocco,2015,34680458.0,102.0,99.0,4.64597988128662,0.1,72.92,99.0,5.06548977,3.8,3139.24365234375
Morocco,2016,35107264.0,103.0,99.0,5.49193382263184,0.1,73.284,99.0,5.23985195,3.8,3132.94458007813
Morocco,2017,35528115.0,100.0,99.0,5.11831998825073,0.1,73.66,99.0,5.23467541,3.7,3288.50219726563
Morocco,2018,35927511.0,99.0,99.0,5.34884977340698,0.1,73.986,99.0,5.33230448,3.8,3492.67333984375
Morocco,2019,36304408.0,97.0,99.0,5.93135976791382,0.1,74.27,99.0,5.30845118,4.4,3498.57397460938
Madagascar,2001,16709665.0,286.0,59.0,2.707200050354,0.1,58.57,60.0,4.75725555,33.8,325.46030923443
Madagascar,2002,17211934.0,280.0,61.0,2.23179006576538,0.1,58.892,62.0,4.97110605,35.2,310.9297034347219
Madagascar,2003,17724310.0,273.0,65.0,2.61094999313354,0.1,59.491,66.0,4.74734688,36.5,359.53437509534234
Madagascar,2004,18250774.0,268.0,79.0,2.81261992454529,0.1,60.149,78.0,5.25489902,35.0,277.5078314884701
Madagascar,2005,18792171.0,262.0,74.0,3.3096399307251,0.1,60.57,85.0,5.20261955,33.4,311.79313178585
Madagascar,2006,19350299.0,257.0,71.0,2.83097004890442,0.1,61.315,85.0,5.07627583,31.0,330.52266490749406
Madagascar,2007,19924958.0,252.0,81.0,2.90274000167847,0.1,61.757,84.0,4.49428749,30.5,427.836321624404
Madagascar,2008,20513599.0,248.0,70.0,2.55433988571167,0.1,62.142,77.0,4.10616875,30.4,522.8306320518695
Madagascar,2009,21117092.0,244.0,63.0,2.82512998580933,0.1,62.734,77.0,4.41676188,29.7,455.4073814455282
Madagascar,2010,21731053.0,241.0,66.0,2.75,0.1,62.873,70.0,4.65100336,28.2,459.37540799878116
Madagascar,2011,22348158.0,238.0,62.0,2.38168001174927,0.1,63.494,73.0,4.43843079,27.3,516.9025392440453
Madagascar,2012,22966240.0,236.0,62.0,2.34067010879517,0.2,63.544,68.0,3.82249737,29.4,504.1737301341517
Madagascar,2013,23588073.0,233.0,64.0,1.77693998813629,0.2,63.962,70.0,3.73896837,33.0,526.6880117502293
Madagascar,2014,24215976.0,233.0,66.0,2.3812301158905,0.2,64.255,68.0,4.42833662,37.6,517.136176058996
Madagascar,2015,24850912.0,233.0,60.0,2.21011996269226,0.2,64.339,62.0,4.97224474,40.2,455.6380397055772
Madagascar,2016,25501941.0,233.0,62.0,2.68719005584717,0.2,64.997,68.0,5.25697422,41.6,464.6161535387961
Madagascar,2017,26169542.0,233.0,55.0,2.70137000083923,0.3,65.094,65.0,4.84431553,42.3,503.49805868023725
Madagascar,2018,26846541.0,233.0,52.0,2.84409999847412,0.3,65.27,65.0,4.19787312,44.3,512.5439845871072
Madagascar,2019,27533134.0,233.0,55.0,2.99485993385315,0.3,65.882,68.0,3.68728375,47.4,512.2796596590881
Middle East & North Africa,2001,327691655.0,44.0,89.81962035180521,6.20184993743896,0.10949103933689919,69.63113154032241,91.02808248105252,4.8437919689744025,8.409410209944294,3189.7327352865636
Middle East & North Africa,2004,347044925.0,40.0,88.66888002368039,5.37147998809814,0.1085881859927857,70.33843986271532,89.95830117313798,4.358143690206529,8.488315055395953,3921.7920074648628
Middle East & North Africa,2005,354462370.0,39.0,88.68366409200999,4.79442977905273,0.10766948641487571,70.63093079088327,89.44066875087495,4.104110752976128,8.362563598832876,4618.191860441851
Middle East & North Africa,2006,362633997.0,38.0,88.44659003649399,4.61999988555908,0.10709218600490114,70.84028813735318,89.69777423462321,4.003532483667966,8.207244661918246,5288.195208624502
Middle East & North Africa,2007,371324802.0,37.0,88.95160334806782,4.730759859085085,0.10654506804705759,71.18035916020978,89.78129311487136,4.043686650867574,8.059443800567319,6098.250874332213
Middle East & North Africa,2008,380294099.0,36.0,88.77772800463357,4.28228497505188,0.10602207362683866,71.46639113422113,90.9367388833797,3.931319184604607,7.920516830383672,7418.224491679818
Middle East & North Africa,2009,389332369.0,36.0,90.60485795536727,4.0150948762893695,0.10551912879992323,71.81980690706666,92.02673945515325,4.861602822229742,7.4841963404614,6546.43502947811
Middle East & North Africa,2010,397997557.0,36.0,90.80120234074869,4.0507017374038705,0.1050037722993661,72.10638331940117,91.62292509279258,4.599701018879953,7.546345358979705,7479.378459112938
Middle East & North Africa,2011,406045323.0,35.0,91.17559633986426,3.48497009277344,0.10449093341313313,72.37228523104382,91.0147459166364,4.637827340047015,7.494077332357386,8260.510478169332
Middle East & North Africa,2012,414117603.0,34.0,88.1642524165656,3.75,0.10426090260651798,72.28467802462885,87.38043724996173,4.6766399451842116,7.765511035237091,8759.65128829081
Middle East & North Africa,2013,422790409.0,33.0,89.33789038298684,4.07384014129639,0.10374182788540887,72.3442426683639,88.93913848922112,4.689618901770812,7.595569336483876,8433.603048508341
Middle East & North Africa,2014,431664579.0,32.0,88.18359648220796,4.0256949663162205,0.1035028009173308,72.62386339011542,88.72166534945927,5.074167633822437,7.863423861369845,8321.76576980599
Middle East & North Africa,2015,440506473.0,32.0,88.29854642316056,4.21042490005493,0.10325196976490016,72.88951608401229,87.82938355509427,5.572729899833884,8.290975778341206,7183.074512865684
Middle East & North Africa,2016,448917409.0,31.0,90.77472911512001,4.71000003814697,0.10486098536203098,73.15252184269134,88.94864987765929,5.797941949790634,8.679965657084605,7111.156240710599
Middle East & North Africa,2017,456885486.0,30.0,89.81256771820846,4.255970001220705,0.1045988352578573,73.60974285409922,89.96935143895257,5.994518015900673,8.881939318211852,7251.827735948562
Middle East & North Africa,2018,465073490.0,29.0,89.02114234653672,5.20723009109497,0.10432986757206182,73.8115171255443,89.9582296074835,5.695484274200781,8.75685531918774,7476.77245727289
Middle East & North Africa,2019,473201775.0,28.0,88.93725788243579,3.86736989021301,0.10435233991885304,73.95911501119359,90.50076086797331,5.534756207451995,8.722017534421681,7338.014015766179
Mexico,2001,99394288.0,24.0,95.0,4.24104022979736,0.2,73.867,97.0,4.8203578,3.3,7613.176932157214
Mexico,2002,100917081.0,22.0,96.0,4.45495986938477,0.2,74.106,97.0,5.0716424,3.7,7650.898849674189
Mexico,2003,102429341.0,23.0,96.0,5.07257986068726,0.3,74.274,98.0,5.81486464,4.3,7120.384770194404
Mexico,2004,103945813.0,18.0,96.0,4.72670984268188,0.3,74.372,98.0,5.9539032,4.6,7525.46523432127
Mexico,2005,105442402.0,22.0,96.0,4.84568977355957,0.3,74.376,98.0,5.83612156,4.4,8321.853492887058
Mexico,2006,106886790.0,21.0,96.0,4.69992017745972,0.3,74.331,98.0,5.65525532,4.1,9125.42262440559
Mexico,2007,108302973.0,21.0,96.0,4.69050979614258,0.3,74.238,98.0,5.76644516,4.1,9719.92045203482
Mexico,2008,109684489.0,21.0,96.0,4.82006978988647,0.3,74.152,96.0,5.69886971,4.5,10119.836211176766
Mexico,2009,111049428.0,21.0,96.0,5.18794012069702,0.3,74.119,95.0,6.12978458,4.7,8104.907579076865
Mexico,2010,112532401.0,22.0,95.0,5.15922021865845,0.3,74.19,95.0,5.73688889,4.8,9399.970907792553
Mexico,2011,114150481.0,21.0,98.0,5.10564994812012,0.3,74.365,97.0,5.51883602,4.7,10341.521048497483
Mexico,2012,115755909.0,22.0,99.0,5.10309982299805,0.3,74.574,99.0,5.66522121,4.6,10376.057666442344
Mexico,2013,117290686.0,22.0,89.0,4.69605016708374,0.3,74.739,83.0,5.80923605,4.2,10865.680201721792
Mexico,2014,118755887.0,22.0,97.0,5.25747013092041,0.3,74.797,87.0,5.55341005,4.4,11076.092451101342
Mexico,2015,120149897.0,22.0,97.0,5.22942018508911,0.3,74.682,87.0,5.72277403,5.0,9753.380048238614
Mexico,2016,121519221.0,22.0,96.0,4.90681982040405,0.4,74.412,93.0,5.55345869,5.8,8875.062255585994
Mexico,2017,122839258.0,23.0,76.0,4.51821994781494,0.4,74.138,85.0,5.45759058,6.1,9434.386487391272
Mexico,2018,124013861.0,23.0,97.0,4.2542200088501,0.4,74.015,88.0,5.37870932,6.0,9857.028829255594
Middle income,2001,4681845407.0,214.0,73.36255709310122,3.605900049209595,0.969717871020016,67.01599868907827,73.86569887028197,5.1032904282498395,13.9780986582601,1243.1542409773313
Middle income,2002,4744040472.0,214.0,72.51815393682399,3.27149498462677,0.9639172228914168,67.33671523903668,73.2512347097067,4.978020166599564,14.064581219803149,1256.166135906155
Middle income,2003,4805081630.0,214.0,74.01141082744691,3.574229955673215,0.9725739062128207,67.61519497660343,74.68892105305987,5.046578915260164,13.953633371534487,1398.3377066448456
Middle income,2004,4866336912.0,213.0,75.96667390712557,3.46711003780365,0.9642854137626745,67.84028035086465,76.62919118878717,4.986520177962376,13.633580163684245,1639.2182796481275
Middle income,2005,4927146781.0,211.0,77.43490374547953,3.815969944000245,0.9270122971012614,68.2355320194695,77.03144286580203,4.985560298644179,12.991479979248412,1927.0830633167125
Middle income,2006,4986523291.0,208.0,79.2991443784365,3.75944495201111,0.9231737022749439,68.60835711080942,78.43221374187483,4.92029566326034,12.007632151980243,2260.4094272246307
Middle income,2007,5045177858.0,205.0,79.64616993775688,3.60314989089966,0.9149621628351307,68.86857694514767,78.18252392024185,4.840024698558962,11.0109933606916,2761.056264444133
Middle income,2008,5104601803.0,202.0,81.58337916752451,3.948650002479555,0.9165476407178165,69.03239528376488,81.4783618411964,4.882230849374803,10.356875744383007,3264.379335828548
Middle income,2009,5164954050.0,198.0,84.41320425196916,4.34242010116577,0.8950643572124289,69.44750498203312,83.64241699895136,5.234504536402561,9.695479448882425,3151.8524957397926
Middle income,2010,5226300409.0,194.0,85.04695689629973,3.85796999931335,0.8984751537575397,69.74001759309003,84.34244910088296,5.034416330855946,9.240710574254507,3799.7724276628587
Middle income,2011,5289461774.0,190.0,85.55255890247807,3.89854001998901,0.8988813480300974,70.10202423009292,85.39703635070153,5.015149872864474,8.826806656675073,4478.814069651798
Middle income,2012,5354644874.0,186.0,85.31434182265757,3.79310011863709,0.9020637403254838,70.44431682196448,85.43523963641725,5.068213452732329,8.543937078710094,4716.359075088881
Middle income,2013,5421202357.0,181.0,85.76468203830981,4.05822992324829,0.9020216781729096,70.7788091914377,85.17707203034058,5.149660657917115,8.374624629432477,4934.9794422296545
Middle income,2014,5487659096.0,177.0,86.1860901126324,4.04840445518494,0.9080699729006048,71.11504561713514,85.94808994434821,5.179410279024404,8.239775561645894,5040.8028003844
Middle income,2015,5552696141.0,173.0,86.72176978338057,4.0238801240921,0.911885633213955,71.40935940802052,86.13990169225696,5.26887760189136,8.107149731746059,4720.150396447703
Middle income,2016,5616265003.0,168.0,87.15443486132867,4.09155511856079,0.8778629258748543,71.68390986469156,87.35935646625934,5.261865861110395,7.925774909972284,4709.368041672408
Middle income,2017,5679375318.0,162.0,87.4766008752366,4.08553981781006,0.8681260323634054,71.92255022773374,87.4503391617311,5.303552059035832,7.7218933731714845,5116.2407834287815
Middle income,2018,5740015870.0,158.0,88.88528003420394,3.92848992347717,0.8542328402431904,72.21296639730872,87.79887129647189,5.251676141766065,7.714807084551475,5384.002156699018
Middle income,2019,5797827540.0,153.0,88.54865936324174,3.80864000320435,0.8508055094147129,72.40752518504465,87.51696705592192,5.32247955482704,8.199709660609665,5448.650780251626
Mali,2001,11583824.0,76.0,54.0,2.65844988822937,1.7,51.284,49.0,4.51951408,16.2,299.41217245457796
Mali,2002,11952660.0,74.0,56.0,2.8962299823761,1.6,52.222,61.0,4.99772739,15.2,326.9666717807994
Mali,2003,12342165.0,73.0,57.0,3.80559992790222,1.6,52.893,63.0,5.05059528,15.1,381.94856340408745
Mali,2004,12751995.0,71.0,63.0,3.85922002792358,1.5,53.538,69.0,5.21768284,14.4,427.71734592941635
Mali,2005,13180551.0,69.0,73.0,3.52218008041382,1.5,54.003,77.0,5.19515705,13.3,473.99501354155456
Mali,2008,14551117.0,65.0,71.0,3.403559923172,1.3,55.291,74.0,5.04372358,9.4,676.1270632991775
Mali,2009,15032635.0,64.0,73.0,3.86904001235962,1.3,55.874,73.0,5.22657919,7.4,680.6499918751797
Mali,2010,15529181.0,63.0,78.0,3.34388995170593,1.2,56.382,73.0,4.67865038,5.8,688.3278129952595
Mali,2011,16039734.0,62.0,72.0,3.75423002243042,1.2,56.755,66.0,4.01483822,4.2,810.1826007359887
Mali,2012,16514687.0,61.0,67.0,3.47949004173279,1.2,57.079,65.0,3.7521615,3.9,753.392193575841
Mali,2013,17004033.0,60.0,62.0,3.28465008735657,1.1,57.357,64.0,3.96750712,3.7,778.7970906428018
Mali,2014,17551814.0,58.0,61.0,3.64819002151489,1.1,57.9,66.0,4.48156309,3.6,818.4303911188936
Mali,2015,18112907.0,57.0,66.0,3.80152010917664,1.0,58.363,71.0,4.11143351,3.4,723.5042025001326
Mali,2016,18700106.0,56.0,70.0,3.09477996826172,1.0,58.731,76.0,3.77377391,3.1,750.0518280875648
Mali,2017,19311355.0,55.0,70.0,3.78976988792419,1.0,59.132,77.0,3.67425632,3.1,795.6827330380079
Mali,2018,19934298.0,53.0,70.0,3.9055700302124,0.9,59.393,77.0,3.73249865,3.4,856.356531797333
Mali,2019,20567424.0,52.0,70.0,3.4841001033783,0.9,59.664,77.0,3.89389849,5.6,840.1757650327365
Myanmar,2010,49390988.0,500.0,88.0,0.899999976158142,0.9,63.329,90.0,1.95585954,10.2,765.2418886361974
Myanmar,2011,49794522.0,476.0,88.0,0.850319981575012,0.9,63.901,84.0,1.92666924,7.8,1086.8384673879332
Myanmar,2012,50218185.0,453.0,84.0,1.60000002384186,0.9,64.141,84.0,2.41021132,7.1,1161.305962072289
Myanmar,2013,50648334.0,431.0,86.0,2.09999990463257,0.9,64.815,75.0,3.20071578,6.1,1195.9377996973446
Myanmar,2014,51072436.0,411.0,88.0,1.89999997615814,0.9,65.056,88.0,4.39346027,5.1,1238.7287101083766
Myanmar,2015,51483949.0,391.0,84.0,2.09999990463257,0.9,65.561,89.0,5.47780514,4.2,1224.562343286926
Myanmar,2016,51892349.0,372.0,91.0,1.89999997615814,0.9,65.685,90.0,5.11349964,3.5,1161.8617783893283
Myanmar,2017,52288341.0,355.0,83.0,2.32633996009827,0.8,65.843,89.0,5.08065748,3.0,1175.2025572230114
Myanmar,2018,52666014.0,338.0,93.0,2.15748000144959,0.8,66.465,91.0,4.89992142,2.6,1274.9156568138094
Myanmar,2019,53040212.0,322.0,84.0,2.13986992835999,0.8,66.61,90.0,4.67856407,2.5,1295.2014475589006
Middle East & North Africa (excluding high income),2006,317983066.0,41.0,87.61225529515369,4.61999988555908,0.10722573364380787,70.09165495982103,88.95544217236525,4.467003725075508,8.712615206345786,2940.604058766722
Middle East & North Africa (excluding high income),2007,324080392.0,40.0,88.09255729892647,4.86470985412598,0.10667754372111939,70.42584047921048,89.04899119134778,4.493696836119553,8.527987115806456,3518.8997142833678
Middle East & North Africa (excluding high income),2008,330293304.0,39.0,87.77270991320226,4.33701992034912,0.1061519587735571,70.68353986140755,90.19565367567989,4.506822210879591,8.327002519253432,4259.646457073829
Middle East & North Africa (excluding high income),2009,336675037.0,39.0,89.73946305248367,5.13013982772827,0.10564410870929646,71.02221904673912,91.37252149986556,5.261375150044791,7.811742693559672,4070.213714247103
Middle East & North Africa (excluding high income),2010,343313330.0,39.0,89.97841773537301,3.70918011665344,0.10512305179199145,71.27684185876791,90.92550727427506,5.111406557930701,7.8558267469562635,4602.591673657651
Middle East & North Africa (excluding high income),2011,349770162.0,38.0,90.35542202818199,3.48497009277344,0.10460534074900782,71.52285845816087,90.23657990092072,5.475322416623532,7.843412118569796,4653.594387906898
Middle East & North Africa (excluding high income),2012,356239722.0,37.0,86.96950797734513,4.74210977554321,0.1043771241030752,71.37764714623262,86.14926071095006,5.553819693101841,8.190495341439942,4929.641609105281
Middle East & North Africa (excluding high income),2013,363310225.0,36.0,88.24481257285363,4.12252998352051,0.103850328643134,71.40574681282641,87.8415255168639,5.314752199669462,8.090710459356785,4445.600648309446
Middle East & North Africa (excluding high income),2014,370756356.0,36.0,87.00555639289827,4.25138998031616,0.10360946116243726,71.70277902755362,87.66733647952213,5.636683007196463,8.437054463278633,4317.813095563936
Middle East & North Africa (excluding high income),2015,378137339.0,36.0,87.1404236502887,4.21042490005493,0.10335590739597161,71.9861891242774,86.62601873502315,6.048907192155945,8.98218602531891,3805.684009154653
Middle East & North Africa (excluding high income),2016,385054538.0,35.0,89.89494322038028,4.380000114440914,0.1050237625937182,72.2564883768439,87.90692498941013,6.529163938666072,9.438725390212579,3832.81850898167
Middle East & North Africa (excluding high income),2017,391607422.0,34.0,88.92733626300327,3.79040002822876,0.1047568229744627,72.76700113975623,88.99401822696828,6.685179716233014,9.674667537803176,3739.153088206952
